,level,l1,l2,l3,l4,序号,条款,资料,审计程序,判断条件,结构,审计子程序
881,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,8.1.9.4 测评单元(L3-CMS1-11),L3-CMS1-11,应将开发环境与实际运行环境物理分开，测试数据和测试结果受到控制；开发测试环境如使用未脱敏数据，应经过审批并采取与实际运行环境等同的安全措施；开发测试环境使用的数据以及测试结果不应导入到实际运行环境，影响生产运作；保证同一组件或子系统的开发人员和测试人员分离；,建设负责人；,1) 应访谈建设负责人自主开发软件是否在独立的物理环境中完成编码和调试，与实际运行环境分开：（1） 应核查网络拓扑图和实际开发环境，查看开发环境和实际运行环境是否物理分开；（2） 如使用了未脱敏数据，应核查使用脱敏数据的安全措施是否与实际运行环境等同；2) 应核查测试数据和结果是否受控使用；应核查开发测试环境与实际运行环境之间的数据交换情况，不应出现测试数据或非正式结果导入到实际运行环境的情况；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发/8.1.9.4 测评单元(L3-CMS1-11), 应核查测试数据和结果是否受控使用；应核查开发测试环境与实际运行环境之间的数据交换情况，不应出现测试数据或非正式结果导入到实际运行环境的情况；
882,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,8.1.9.4 测评单元(L3-CMS1-12),L3-CMS1-12,应制定软件开发管理制度，明确说明开发过程的控制方法和人员行为准则；,管理制度类文档；,应核查软件开发管理制度是否明确软件设计、开发、测试和验收过程的控制方法和人员行为准则，是否明确哪些开发活动应经过授权和审批；应选取部分组件或子系统，对开发和测试人员情况进行核查；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发/8.1.9.4 测评单元(L3-CMS1-12),应核查软件开发管理制度是否明确软件设计、开发、测试和验收过程的控制方法和人员行为准则，是否明确哪些开发活动应经过授权和审批；应选取部分组件或子系统，对开发和测试人员情况进行核查；
883,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,8.1.9.4 测评单元(L3-CMS1-13),L3-CMS1-13,应制定代码编写安全规范，要求开发人员参照规范编写代码；,管理制度类文档；,应核查代码编写安全规范是否明确代码安全编写规则；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发/8.1.9.4 测评单元(L3-CMS1-13),应核查代码编写安全规范是否明确代码安全编写规则；
884,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,8.1.9.4 测评单元(L3-CMS1-14),L3-CMS1-14,应具备软件设计的相关文档和使用指南，并对文档使用进行控制；,软件开发类文档；,应核查是否具有软件开发文档和使用指南，并对文档使用进行控制；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发/8.1.9.4 测评单元(L3-CMS1-14),应核查是否具有软件开发文档和使用指南，并对文档使用进行控制；
885,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,8.1.9.4 测评单元(L3-CMS1-15),L3-CMS1-15,在软件开发过程中应对安全性进行测试，在软件安装前对可能存在的恶意代码进行检测；,记录表单类文档；,应核查是否具有软件安全测试报告和代码审计报告，明确软件存在的安全问题及可能存在的恶意代码；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发/8.1.9.4 测评单元(L3-CMS1-15),应核查是否具有软件安全测试报告和代码审计报告，明确软件存在的安全问题及可能存在的恶意代码；
886,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,8.1.9.4 测评单元(L3-CMS1-16),L3-CMS1-16,应对程序资源库的修改、更新、发布进行授权和批准，并严格进行版本控制；,记录表单类文档；,应核查对程序资源库的修改、更新、发布进行授权和审批的文档或记录是否有批准人的签字；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发/8.1.9.4 测评单元(L3-CMS1-16),应核查对程序资源库的修改、更新、发布进行授权和审批的文档或记录是否有批准人的签字；
887,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.4 自行软件开发,8.1.9.4 测评单元(L3-CMS1-17),L3-CMS1-17,开发人员应为专职人员，开发人员的开发活动应受到控制、监视和审查；,建设负责人；,应访谈建设负责人开发人员是否为专职，是否对开发人员活动进行控制等；应访谈开发人员有哪些人，是否是专职人员，对开发人员的开发活动采取哪些控制、监视和审查措施，并核查是否具有对开发人员的开发活动控制、监视和审查的记录，查看记录信息是否完备；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.4 自行软件开发/8.1.9.4 测评单元(L3-CMS1-17),应访谈建设负责人开发人员是否为专职，是否对开发人员活动进行控制等；应访谈开发人员有哪些人，是否是专职人员，对开发人员的开发活动采取哪些控制、监视和审查措施，并核查是否具有对开发人员的开发活动控制、监视和审查的记录，查看记录信息是否完备；
888,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,8.1.9.5 测评单元(L3-CMS1-18),L3-CMS1-18,应在软件交付前检测其中可能存在的恶意代码；,记录表单类文档；,应核查是否具有交付前的恶意代码检测报告；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发/8.1.9.5 测评单元(L3-CMS1-18),应核查是否具有交付前的恶意代码检测报告；
889,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,8.1.9.5 测评单元(L3-CMS1-19),L3-CMS1-19,开发单位应提供软件设计文档和使用指南；,操作规程类文档和记录表单类文档；,应核查是否具有软件开发的相关文档，如需求分析说明书、软件设计说明书等，是否具有软件操作手册或使用指南；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发/8.1.9.5 测评单元(L3-CMS1-19),应核查是否具有软件开发的相关文档，如需求分析说明书、软件设计说明书等，是否具有软件操作手册或使用指南；
890,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,8.1.9.5 测评单元(L3-CMS1-20),L3-CMS1-20,开发单位应提供软件源代码，并审查软件中可能存在的后门和隐蔽信道；,建设负责人和记录表单类文档；,1) 应访谈建设负责人委托开发单位是否提供软件源代码；2) 应核查软件测试报告是否审查了软件可能存在的后门和隐蔽信道；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发/8.1.9.5 测评单元(L3-CMS1-20), 应访谈建设负责人委托开发单位是否提供软件源代码
891,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.5 外包软件开发,8.1.9.5 测评单元(L3-CMS1-20),L3-CMS1-20,开发单位应提供软件源代码，并审查软件中可能存在的后门和隐蔽信道；,建设负责人和记录表单类文档；,1) 应访谈建设负责人委托开发单位是否提供软件源代码；2) 应核查软件测试报告是否审查了软件可能存在的后门和隐蔽信道；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.5 外包软件开发/8.1.9.5 测评单元(L3-CMS1-20), 应核查软件测试报告是否审查了软件可能存在的后门和隐蔽信道；
892,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,8.1.9.6 测评单元(L3-CMS1-21),L3-CMS1-21,应指定或授权专门的部门或人员负责工程实施过程的管理；,记录表单类文档；,应核查是否指定专门部门或人员对工程实施进行进度和质量控制；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施/8.1.9.6 测评单元(L3-CMS1-21),应核查是否指定专门部门或人员对工程实施进行进度和质量控制；
893,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,8.1.9.6 测评单元(L3-CMS1-22),L3-CMS1-22,应制定安全工程实施方案控制工程实施过程；,记录表单类文档；,应核查安全工程实施方案是否包括工程时间限制、进度控制和质量控制等方面内容，是否按照工程实施方面的管理制度进行各类控制、产生阶段性文档等；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施/8.1.9.6 测评单元(L3-CMS1-22),应核查安全工程实施方案是否包括工程时间限制、进度控制和质量控制等方面内容，是否按照工程实施方面的管理制度进行各类控制、产生阶段性文档等；
894,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.6 工程实施,8.1.9.6 测评单元(L3-CMS1-23),L3-CMS1-23,应通过第三方工程监理控制项目的实施过程；,记录表单类文档；,应核查工程监理报告是否明确了工程进展、时间计划、控制措施等方面内容；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.6 工程实施/8.1.9.6 测评单元(L3-CMS1-23),应核查工程监理报告是否明确了工程进展、时间计划、控制措施等方面内容；
895,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,8.1.9.7 测评单元(L3-CMS1-24),L3-CMS1-24,应制订测试验收方案，并依据测试验收方案实施测试验收，形成测试验收报告；,记录表单类文档；,1) 应核查工程测试验收方案是否明确说明参与测试的部门、人员、测试验收内容、现场操作过程等内容；2) 应核查测试验收报告是否有相关部门和人员对测试验收报告进行审定的意见；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收/8.1.9.7 测评单元(L3-CMS1-24), 应核查工程测试验收方案是否明确说明参与测试的部门、人员、测试验收内容、现场操作过程等内容
896,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,8.1.9.7 测评单元(L3-CMS1-24),L3-CMS1-24,应制订测试验收方案，并依据测试验收方案实施测试验收，形成测试验收报告；,记录表单类文档；,1) 应核查工程测试验收方案是否明确说明参与测试的部门、人员、测试验收内容、现场操作过程等内容；2) 应核查测试验收报告是否有相关部门和人员对测试验收报告进行审定的意见；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收/8.1.9.7 测评单元(L3-CMS1-24), 应核查测试验收报告是否有相关部门和人员对测试验收报告进行审定的意见；
897,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.7 测试验收,8.1.9.7 测评单元(L3-CMS1-25),L3-CMS1-25,应进行上线前的安全性测试，并出具安全测试报告，安全测试报告应包含密码应用安全性测试相关内容；,记录表单类文档；,应核查是否具有上线前的安全测试报告，报告应包含密码应用安全性测试相关内容；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.7 测试验收/8.1.9.7 测评单元(L3-CMS1-25),应核查是否具有上线前的安全测试报告，报告应包含密码应用安全性测试相关内容；
898,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.8 系统交付,8.1.9.8 测评单元(L3-CMS1-26),L3-CMS1-26,应制定交付清单，并根据交付清单对所交接的设备、软件和文档等进行清点；,记录表单类文档；,应核查交付清单是否说明交付的各类设备、软件、文档等；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.8 系统交付/8.1.9.8 测评单元(L3-CMS1-26),应核查交付清单是否说明交付的各类设备、软件、文档等；
899,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.8 系统交付,8.1.9.8 测评单元(L3-CMS1-27),L3-CMS1-27,应对负责运行维护的技术人员进行相应的技能培训；,记录表单类文档；,应核查系统交付技术培训记录是否包括培训内容、培训时间和参与人员等；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.8 系统交付/8.1.9.8 测评单元(L3-CMS1-27),应核查系统交付技术培训记录是否包括培训内容、培训时间和参与人员等；
900,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.8 系统交付,8.1.9.8 测评单元(L3-CMS1-28),L3-CMS1-28,应提供建设过程文档和运行维护文档；,记录表单类文档；,应核查交付文档是否包括建设过程文档和运行维护文档等，提交的文档是否符合管理规定的要求；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.8 系统交付/8.1.9.8 测评单元(L3-CMS1-28),应核查交付文档是否包括建设过程文档和运行维护文档等，提交的文档是否符合管理规定的要求；
901,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.9 等级测评,8.1.9.9 测评单元(L3-CMS1-29),L3-CMS1-29,应定期进行等级测评，发现不符合相应等级保护标准要求的及时整改；,运维负责人和记录表单类文档；,1) 应访谈运维负责人本次测评是否为首次，若非首次，是否根据以往测评结果进行相应的安全整改；2) 应核查是否具有以往等级测评报告和安全整改方案；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.9 等级测评/8.1.9.9 测评单元(L3-CMS1-29), 应访谈运维负责人本次测评是否为首次，若非首次，是否根据以往测评结果进行相应的安全整改
902,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.9 等级测评,8.1.9.9 测评单元(L3-CMS1-29),L3-CMS1-29,应定期进行等级测评，发现不符合相应等级保护标准要求的及时整改；,运维负责人和记录表单类文档；,1) 应访谈运维负责人本次测评是否为首次，若非首次，是否根据以往测评结果进行相应的安全整改；2) 应核查是否具有以往等级测评报告和安全整改方案；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.9 等级测评/8.1.9.9 测评单元(L3-CMS1-29), 应核查是否具有以往等级测评报告和安全整改方案；
903,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.9 等级测评,8.1.9.9 测评单元(L3-CMS1-30),L3-CMS1-30,应在发生重大变更或级别发生变化时进行等级测评；,运维负责人和记录表单类文档；,1) 应核查是否有过重大变更或级别发生过变化及是否进行相应的等级测评；2) 应核查是否具有相应情况下的等级测评报告；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.9 等级测评/8.1.9.9 测评单元(L3-CMS1-30), 应核查是否有过重大变更或级别发生过变化及是否进行相应的等级测评
904,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.9 等级测评,8.1.9.9 测评单元(L3-CMS1-30),L3-CMS1-30,应在发生重大变更或级别发生变化时进行等级测评；,运维负责人和记录表单类文档；,1) 应核查是否有过重大变更或级别发生过变化及是否进行相应的等级测评；2) 应核查是否具有相应情况下的等级测评报告；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.9 等级测评/8.1.9.9 测评单元(L3-CMS1-30), 应核查是否具有相应情况下的等级测评报告；
905,第三级安全测评要求,8.1 安全测评通用要求,8.1.9 安全建设管理,8.1.9.9 等级测评,8.1.9.9 测评单元(L3-CMS1-31),L3-CMS1-31,测评机构的选择应符合国家主管部门的相关要求；,等级测评报告和相关资质文件；,应核查以往等级测评的测评单位是否具有等级测评机构资质；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级安全测评要求/8.1 安全测评通用要求/8.1.9 安全建设管理/8.1.9.9 等级测评/8.1.9.9 测评单元(L3-CMS1-31),应核查以往等级测评的测评单位是否具有等级测评机构资质；
906,第三级安全测评要求,8.2 云计算安全测评扩展要求,8.2.1 安全物理环境,8.1.10.14 外包运维管理,8.1.10.14 测评单元(L3-PES2-01),L3-PES2-01,云计算基础设施应位于中国境内；,机房管理员、办公场地、机房和平台建设方案；,1) 应访谈机房管理员，云计算服务器、存储设备、网络设备、云管理平台、信息系统等运行业务和承载数据的软硬件是否均位于中国境内；2) 应核查云计算平台建设方案，云计算服务器、存储设备、网络设备、云管理平台、信息系统等运行业务和承载数据的软硬件是否均位于中国境内；,若1)和2)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.2 云计算安全测评扩展要求/8.2.1 安全物理环境/8.1.10.14 外包运维管理/8.1.10.14 测评单元(L3-PES2-01), 应访谈机房管理员，云计算服务器、存储设备、网络设备、云管理平台、信息系统等运行业务和承载数据的软硬件是否均位于中国境内
907,第三级安全测评要求,8.2 云计算安全测评扩展要求,8.2.1 安全物理环境,8.1.10.14 外包运维管理,8.1.10.14 测评单元(L3-PES2-01),L3-PES2-01,云计算基础设施应位于中国境内；,机房管理员、办公场地、机房和平台建设方案；,1) 应访谈机房管理员，云计算服务器、存储设备、网络设备、云管理平台、信息系统等运行业务和承载数据的软硬件是否均位于中国境内；2) 应核查云计算平台建设方案，云计算服务器、存储设备、网络设备、云管理平台、信息系统等运行业务和承载数据的软硬件是否均位于中国境内；,若1)和2)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.2 云计算安全测评扩展要求/8.2.1 安全物理环境/8.1.10.14 外包运维管理/8.1.10.14 测评单元(L3-PES2-01), 应核查云计算平台建设方案，云计算服务器、存储设备、网络设备、云管理平台、信息系统等运行业务和承载数据的软硬件是否均位于中国境内；
908,第三级安全测评要求,8.2 云计算安全测评扩展要求,8.2.2 安全通信网络,8.2.2.1 测评单元(L3-CNS2-01),8.2.2.1 测评单元(L3-CNS2-01),L3-CNS2-01,云计算平台不应承载高于其安全保护等级的业务应用系统；,云计算平台和业务应用系统定级备案材料；,应核查云计算平台和云计算平台承载的业务应用系统相关定级备案材料，云计算平台安全保护等级是否不低于其承载的业务应用系统安全保护等级；,若以上测评实施结论为是，则符合本单元测评指标要求，否则不符合本单元测评指标要求。,第三级安全测评要求/8.2 云计算安全测评扩展要求/8.2.2 安全通信网络/8.2.2.1 测评单元(L3-CNS2-01)/8.2.2.1 测评单元(L3-CNS2-01),应核查云计算平台和云计算平台承载的业务应用系统相关定级备案材料，云计算平台安全保护等级是否不低于其承载的业务应用系统安全保护等级；
909,第三级安全测评要求,8.2 云计算安全测评扩展要求,8.2.2 安全通信网络,8.2.2.2 测评单元(L3-CNS2-02),8.2.2.2 测评单元(L3-CNS2-02),L3-CNS2-02,应实现不同云服务客户虚拟网络之间的隔离；云服务客户应仅能访问各自的虚拟资源，云服务商访问云客户虚拟资源需获得云客户授权；,网络资源隔离措施、综合网管系统和云管理平台；,1) 应核查云服务客户之间是否采取网络隔离措施；2) 应核查云服务客户之间是否设置并启用网络资源隔离策略；3) 应测试验证不同云服务客户之间的网络隔离措施是否有效；4) 应核查云服务商访问云客户虚拟资源是否需获得云客户授权；,若1)～4)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.2 云计算安全测评扩展要求/8.2.2 安全通信网络/8.2.2.2 测评单元(L3-CNS2-02)/8.2.2.2 测评单元(L3-CNS2-02), 应核查云服务客户之间是否采取网络隔离措施
910,第三级安全测评要求,8.2 云计算安全测评扩展要求,8.2.2 安全通信网络,8.2.2.2 测评单元(L3-CNS2-02),8.2.2.2 测评单元(L3-CNS2-02),L3-CNS2-02,应实现不同云服务客户虚拟网络之间的隔离；云服务客户应仅能访问各自的虚拟资源，云服务商访问云客户虚拟资源需获得云客户授权；,网络资源隔离措施、综合网管系统和云管理平台；,1) 应核查云服务客户之间是否采取网络隔离措施；2) 应核查云服务客户之间是否设置并启用网络资源隔离策略；3) 应测试验证不同云服务客户之间的网络隔离措施是否有效；4) 应核查云服务商访问云客户虚拟资源是否需获得云客户授权；,若1)～4)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.2 云计算安全测评扩展要求/8.2.2 安全通信网络/8.2.2.2 测评单元(L3-CNS2-02)/8.2.2.2 测评单元(L3-CNS2-02), 应核查云服务客户之间是否设置并启用网络资源隔离策略
911,第三级安全测评要求,8.2 云计算安全测评扩展要求,8.2.2 安全通信网络,8.2.2.2 测评单元(L3-CNS2-02),8.2.2.2 测评单元(L3-CNS2-02),L3-CNS2-02,应实现不同云服务客户虚拟网络之间的隔离；云服务客户应仅能访问各自的虚拟资源，云服务商访问云客户虚拟资源需获得云客户授权；,网络资源隔离措施、综合网管系统和云管理平台；,1) 应核查云服务客户之间是否采取网络隔离措施；2) 应核查云服务客户之间是否设置并启用网络资源隔离策略；3) 应测试验证不同云服务客户之间的网络隔离措施是否有效；4) 应核查云服务商访问云客户虚拟资源是否需获得云客户授权；,若1)～4)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.2 云计算安全测评扩展要求/8.2.2 安全通信网络/8.2.2.2 测评单元(L3-CNS2-02)/8.2.2.2 测评单元(L3-CNS2-02), 应测试验证不同云服务客户之间的网络隔离措施是否有效
912,第三级安全测评要求,8.2 云计算安全测评扩展要求,8.2.2 安全通信网络,8.2.2.2 测评单元(L3-CNS2-02),8.2.2.2 测评单元(L3-CNS2-02),L3-CNS2-02,应实现不同云服务客户虚拟网络之间的隔离；云服务客户应仅能访问各自的虚拟资源，云服务商访问云客户虚拟资源需获得云客户授权；,网络资源隔离措施、综合网管系统和云管理平台；,1) 应核查云服务客户之间是否采取网络隔离措施；2) 应核查云服务客户之间是否设置并启用网络资源隔离策略；3) 应测试验证不同云服务客户之间的网络隔离措施是否有效；4) 应核查云服务商访问云客户虚拟资源是否需获得云客户授权；,若1)～4)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.2 云计算安全测评扩展要求/8.2.2 安全通信网络/8.2.2.2 测评单元(L3-CNS2-02)/8.2.2.2 测评单元(L3-CNS2-02), 应核查云服务商访问云客户虚拟资源是否需获得云客户授权；
913,第三级安全测评要求,8.2 云计算安全测评扩展要求,8.2.2 安全通信网络,8.2.2.3 测评单元(L3-CNS2-03),8.2.2.3 测评单元(L3-CNS2-03),L3-CNS2-03,应具有根据云服务客户业务需求提供通信传输、边界防护、入侵防范等安全机制的能力；,防火墙、入侵检测系统、入侵保护系统和抗APT系统等安全设备；,1) 应核查云计算平台是否具备为云服务客户提供通信传输、边界防护、入侵防范等安全防护机制的能力；2) 应核查上述安全防护机制是否满足云服务客户的业务需求；,若1)和2)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.2 云计算安全测评扩展要求/8.2.2 安全通信网络/8.2.2.3 测评单元(L3-CNS2-03)/8.2.2.3 测评单元(L3-CNS2-03), 应核查云计算平台是否具备为云服务客户提供通信传输、边界防护、入侵防范等安全防护机制的能力
914,第三级安全测评要求,8.2 云计算安全测评扩展要求,8.2.2 安全通信网络,8.2.2.3 测评单元(L3-CNS2-03),8.2.2.3 测评单元(L3-CNS2-03),L3-CNS2-03,应具有根据云服务客户业务需求提供通信传输、边界防护、入侵防范等安全机制的能力；,防火墙、入侵检测系统、入侵保护系统和抗APT系统等安全设备；,1) 应核查云计算平台是否具备为云服务客户提供通信传输、边界防护、入侵防范等安全防护机制的能力；2) 应核查上述安全防护机制是否满足云服务客户的业务需求；,若1)和2)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.2 云计算安全测评扩展要求/8.2.2 安全通信网络/8.2.2.3 测评单元(L3-CNS2-03)/8.2.2.3 测评单元(L3-CNS2-03), 应核查上述安全防护机制是否满足云服务客户的业务需求；
915,第三级安全测评要求,8.2 云计算安全测评扩展要求,8.2.2 安全通信网络,8.2.2.4 测评单元(L3-CNS2-04),8.2.2.4 测评单元(L3-CNS2-04),L3-CNS2-04,应具有根据云服务客户业务需求自主设置安全策略的能力，包括定义访问路径、选择安全组件、配置安全策略；,云管理平台、网络管理平台、网络设备和安全访问路径；,1) 应核查云计算平台是否支持云服务客户自主定义安全策略，包括定义访问路径、选择安全组件、配置安全策略；2) 应核查云服务客户是否能够自主设置安全策略，包括定义访问路径、选择安全组件、配置安全策略；,若1)和2)测评实施结论均为是，则符合本单元测评指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第三级安全测评要求/8.2 云计算安全测评扩展要求/8.2.2 安全通信网络/8.2.2.4 测评单元(L3-CNS2-04)/8.2.2.4 测评单元(L3-CNS2-04), 应核查云计算平台是否支持云服务客户自主定义安全策略，包括定义访问路径、选择安全组件、配置安全策略
