,level,l1,l2,l3,序号,条款,资料,审计程序,判断条件,结构,审计子程序
867,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.2 安全区域边界,7.4.2.2 入侵防范,L3-ABS4-06,应能够限制与网关节点通信的目标地址，以避免对陌生地址的攻击行为。,网关节点设备和设计文档。,1) 应核查感知层安全设计文档，是否有对网关节点通信目标地址的控制措施说明。2) 应核查网关节点设备，是否配置了对网关节点通信目标地址的控制措施，相关参数配置是否符合设计要求。3) 应对感知节点设备进行渗透测试，测试是否能够限制网关节点设备对违反访问控制策略的通信目标地址进行访问或攻击。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.2 安全区域边界/7.4.2.2 入侵防范, 应核查感知层安全设计文档，是否有对网关节点通信目标地址的控制措施说明
868,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.2 安全区域边界,7.4.2.2 入侵防范,L3-ABS4-06,应能够限制与网关节点通信的目标地址，以避免对陌生地址的攻击行为。,网关节点设备和设计文档。,1) 应核查感知层安全设计文档，是否有对网关节点通信目标地址的控制措施说明。2) 应核查网关节点设备，是否配置了对网关节点通信目标地址的控制措施，相关参数配置是否符合设计要求。3) 应对感知节点设备进行渗透测试，测试是否能够限制网关节点设备对违反访问控制策略的通信目标地址进行访问或攻击。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.2 安全区域边界/7.4.2.2 入侵防范, 应核查网关节点设备，是否配置了对网关节点通信目标地址的控制措施，相关参数配置是否符合设计要求
869,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.2 安全区域边界,7.4.2.2 入侵防范,L3-ABS4-06,应能够限制与网关节点通信的目标地址，以避免对陌生地址的攻击行为。,网关节点设备和设计文档。,1) 应核查感知层安全设计文档，是否有对网关节点通信目标地址的控制措施说明。2) 应核查网关节点设备，是否配置了对网关节点通信目标地址的控制措施，相关参数配置是否符合设计要求。3) 应对感知节点设备进行渗透测试，测试是否能够限制网关节点设备对违反访问控制策略的通信目标地址进行访问或攻击。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.2 安全区域边界/7.4.2.2 入侵防范, 应对感知节点设备进行渗透测试，测试是否能够限制网关节点设备对违反访问控制策略的通信目标地址进行访问或攻击。
870,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.2 安全区域边界,7.4.2.2 入侵防范,L3-ABS4-07,当感知网关节点检测到攻击行为时，应上报攻击源IP、攻击类型、攻击时间等信息。（F3）,网关节点设备和报警信息。,1) 应测试验证当感知网关节点受到攻击行为是否进行报警。2) 应测试验证报警信息是否包含攻击源IP、攻击类型、攻击时间等。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.2 安全区域边界/7.4.2.2 入侵防范, 应测试验证当感知网关节点受到攻击行为是否进行报警
871,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.2 安全区域边界,7.4.2.2 入侵防范,L3-ABS4-07,当感知网关节点检测到攻击行为时，应上报攻击源IP、攻击类型、攻击时间等信息。（F3）,网关节点设备和报警信息。,1) 应测试验证当感知网关节点受到攻击行为是否进行报警。2) 应测试验证报警信息是否包含攻击源IP、攻击类型、攻击时间等。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.2 安全区域边界/7.4.2.2 入侵防范, 应测试验证报警信息是否包含攻击源IP、攻击类型、攻击时间等。
872,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.2 安全区域边界,7.4.2.2 入侵防范,L3-ABS4-08,可编程的感知节点、网关节点禁止运行未授权的代码。（F3）,感知节点设备、网关节点设备的功能、系统设计文档。,1) 应核查感知节点设备、网关节点设备是否有用户权限设置功能，并严格限制默认账户的权限。2) 应测试验证感知节点设备、网关节点设备是否可设置用户运行代码的权限。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.2 安全区域边界/7.4.2.2 入侵防范, 应核查感知节点设备、网关节点设备是否有用户权限设置功能，并严格限制默认账户的权限
873,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.2 安全区域边界,7.4.2.2 入侵防范,L3-ABS4-08,可编程的感知节点、网关节点禁止运行未授权的代码。（F3）,感知节点设备、网关节点设备的功能、系统设计文档。,1) 应核查感知节点设备、网关节点设备是否有用户权限设置功能，并严格限制默认账户的权限。2) 应测试验证感知节点设备、网关节点设备是否可设置用户运行代码的权限。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.2 安全区域边界/7.4.2.2 入侵防范, 应测试验证感知节点设备、网关节点设备是否可设置用户运行代码的权限。
874,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.1 感知节点设备安全,L3-CES4-01,应保证只有授权的用户可以对感知节点设备上的软件应用进行配置或变更。,感知节点设备。,1) 应核查感知节点设备是否采取了一定的技术手段防止非授权用户对设备上的软件应用进行配置或变更。2) 应通过试图接入和控制传感网访问未授权的资源等方式，测试验证感知节点设备的访问控制措施对非法访问和非法使用感知节点设备资源的行为控制是否有效。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.1 感知节点设备安全, 应核查感知节点设备是否采取了一定的技术手段防止非授权用户对设备上的软件应用进行配置或变更
875,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.1 感知节点设备安全,L3-CES4-01,应保证只有授权的用户可以对感知节点设备上的软件应用进行配置或变更。,感知节点设备。,1) 应核查感知节点设备是否采取了一定的技术手段防止非授权用户对设备上的软件应用进行配置或变更。2) 应通过试图接入和控制传感网访问未授权的资源等方式，测试验证感知节点设备的访问控制措施对非法访问和非法使用感知节点设备资源的行为控制是否有效。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.1 感知节点设备安全, 应通过试图接入和控制传感网访问未授权的资源等方式，测试验证感知节点设备的访问控制措施对非法访问和非法使用感知节点设备资源的行为控制是否有效。
876,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.1 感知节点设备安全,L3-CES4-02,应具有对其连接的网关节点设备（包括读卡器）进行身份标识和鉴别的能力，至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制。（F3）,网关节点设备（包括读卡器）。,1) 应核查是否对连接的网关节点设备（包括读卡器）进行身份标识与鉴别，是否配置了符合安全策略的参数，是否至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制。2) 应测试验证是否不存在绕过身份标识与鉴别功能的方法。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.1 感知节点设备安全, 应核查是否对连接的网关节点设备（包括读卡器）进行身份标识与鉴别，是否配置了符合安全策略的参数，是否至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制
877,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.1 感知节点设备安全,L3-CES4-02,应具有对其连接的网关节点设备（包括读卡器）进行身份标识和鉴别的能力，至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制。（F3）,网关节点设备（包括读卡器）。,1) 应核查是否对连接的网关节点设备（包括读卡器）进行身份标识与鉴别，是否配置了符合安全策略的参数，是否至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制。2) 应测试验证是否不存在绕过身份标识与鉴别功能的方法。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.1 感知节点设备安全, 应测试验证是否不存在绕过身份标识与鉴别功能的方法。
878,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.1 感知节点设备安全,L3-CES4-03,应具有对其连接的其他感知节点设备（包括路由节点）进行身份标识和鉴别的能力，至少支持基于网络标识、MAC地址、通信协议、通信端口、口令等其中一种身份鉴别机制。（F3）,其他感知节点设备（包括路由节点）。,1) 应核查是否对连接的其他感知节点设备（包括路由节点）设备进行身份标识与鉴别，是否配置了符合安全策略的参数，是否至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制。2) 应测试验证是否不存在绕过身份标识与鉴别功能的方法。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.1 感知节点设备安全, 应核查是否对连接的其他感知节点设备（包括路由节点）设备进行身份标识与鉴别，是否配置了符合安全策略的参数，是否至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制
879,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.1 感知节点设备安全,L3-CES4-03,应具有对其连接的其他感知节点设备（包括路由节点）进行身份标识和鉴别的能力，至少支持基于网络标识、MAC地址、通信协议、通信端口、口令等其中一种身份鉴别机制。（F3）,其他感知节点设备（包括路由节点）。,1) 应核查是否对连接的其他感知节点设备（包括路由节点）设备进行身份标识与鉴别，是否配置了符合安全策略的参数，是否至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制。2) 应测试验证是否不存在绕过身份标识与鉴别功能的方法。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.1 感知节点设备安全, 应测试验证是否不存在绕过身份标识与鉴别功能的方法。
880,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.1 感知节点设备安全,L3-CES4-04,应具有保存密码、密钥、设备标识等安全相关数据的安全单元。（F3）,感知节点设备和系统设计文档。,应核查感知节点设备是否具备保存密码、密钥、设备标识等安全相关数据的安全单元。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.1 感知节点设备安全,应核查感知节点设备是否具备保存密码、密钥、设备标识等安全相关数据的安全单元。
881,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.1 感知节点设备安全,L3-CES4-05,针对可编程的感知节点设备，应进行代码安全审计。（F3）,感知节点设备。,应核查针对可编程的感知节点设备是否进行了代码安全审计。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.1 感知节点设备安全,应核查针对可编程的感知节点设备是否进行了代码安全审计。
882,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.2 网关节点设备安全,L3-CES4-06,应具备对合法连接设备（包括终端节点、路由节点、数据处理中心）进行标识和鉴别的能力，至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制。（F3）,网关节点设备。,1) 应核查网关节点设备是否能够对连接设备（包括终端节点、路由节点、数据处理中心）进行标识并配置了鉴别功能，是否至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制。2) 应测试验证是否不存在绕过身份标识与鉴别功能的方法。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.2 网关节点设备安全, 应核查网关节点设备是否能够对连接设备（包括终端节点、路由节点、数据处理中心）进行标识并配置了鉴别功能，是否至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制
883,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.2 网关节点设备安全,L3-CES4-06,应具备对合法连接设备（包括终端节点、路由节点、数据处理中心）进行标识和鉴别的能力，至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制。（F3）,网关节点设备。,1) 应核查网关节点设备是否能够对连接设备（包括终端节点、路由节点、数据处理中心）进行标识并配置了鉴别功能，是否至少支持基于网络标识、MAC地址、通信协议、通信端口、口令其一的身份鉴别机制。2) 应测试验证是否不存在绕过身份标识与鉴别功能的方法。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.2 网关节点设备安全, 应测试验证是否不存在绕过身份标识与鉴别功能的方法。
884,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.2 网关节点设备安全,L3-CES4-07,应具备过滤非法节点和伪造节点所发送的数据的能力。,网关节点设备。,1) 应核查是否具备过滤非法节点和伪造节点发送的数据的功能。2) 应测试验证是否能够过滤非法节点和伪造节点发送的数据。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.2 网关节点设备安全, 应核查是否具备过滤非法节点和伪造节点发送的数据的功能
885,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.2 网关节点设备安全,L3-CES4-07,应具备过滤非法节点和伪造节点所发送的数据的能力。,网关节点设备。,1) 应核查是否具备过滤非法节点和伪造节点发送的数据的功能。2) 应测试验证是否能够过滤非法节点和伪造节点发送的数据。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.2 网关节点设备安全, 应测试验证是否能够过滤非法节点和伪造节点发送的数据。
886,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.2 网关节点设备安全,L3-CES4-08,授权用户应能够在设备使用过程中对关键密钥进行在线更新。,感知节点设备。,应核查感知节点设备是否对其关键密钥进行在线更新。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.2 网关节点设备安全,应核查感知节点设备是否对其关键密钥进行在线更新。
887,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.2 网关节点设备安全,L3-CES4-09,授权用户应能够在设备使用过程中对关键配置参数进行在线更新。,感知节点设备。,应核查是否支持对其关键配置参数进行在线更新及在线更新方式是否有效。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.2 网关节点设备安全,应核查是否支持对其关键配置参数进行在线更新及在线更新方式是否有效。
888,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.2 网关节点设备安全,L3-CES4-10,对于具有数据处理能力的网关节点设备，授权用户应能够在设备使用过程中对相关处理逻辑进行在线更新。（F3）,网关节点设备。,对于具有数据处理能力的网关节点设备，应核查是否支持对相关处理逻辑进行在线更新，并核查在线更新方式是否有效。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.2 网关节点设备安全,对于具有数据处理能力的网关节点设备，应核查是否支持对相关处理逻辑进行在线更新，并核查在线更新方式是否有效。
889,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.2 网关节点设备安全,L3-CES4-11,对于具有数据处理能力的网关节点设备，应具备计算逻辑主动校验功能，防止处理逻辑被恶意篡改。（F3）,网关节点设备。,对于具有数据处理能力的网关节点设备，应核查是否具有计算逻辑主动校验功能，并核查校验是否有效。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.2 网关节点设备安全,对于具有数据处理能力的网关节点设备，应核查是否具有计算逻辑主动校验功能，并核查校验是否有效。
890,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.2 网关节点设备安全,L3-CES4-12,应具有保存密码、密钥、设备标识等安全相关数据的安全单元。（F3）,感知节点设备和系统设计文档。,应核查感知节点设备是否具备保存密码、密钥、设备标识等安全相关数据的安全单元。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.2 网关节点设备安全,应核查感知节点设备是否具备保存密码、密钥、设备标识等安全相关数据的安全单元。
891,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.2 网关节点设备安全,L3-CES4-13,应进行代码安全审计。（F3）,感知节点设备和系统设计文档。,应核查是否具有代码安全审计记录。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.2 网关节点设备安全,应核查是否具有代码安全审计记录。
892,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.3 抗数据重放,L3-CES4-14,应能够鉴别数据的新鲜性，避免历史数据的重放攻击。,感知节点设备。,1) 应核查感知节点设备鉴别数据新鲜性的措施，是否能够避免历史数据重放。2) 应将感知节点设备历史数据进行重放测试，验证其保护措施是否生效。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.3 抗数据重放, 应核查感知节点设备鉴别数据新鲜性的措施，是否能够避免历史数据重放
893,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.3 抗数据重放,L3-CES4-14,应能够鉴别数据的新鲜性，避免历史数据的重放攻击。,感知节点设备。,1) 应核查感知节点设备鉴别数据新鲜性的措施，是否能够避免历史数据重放。2) 应将感知节点设备历史数据进行重放测试，验证其保护措施是否生效。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.3 抗数据重放, 应将感知节点设备历史数据进行重放测试，验证其保护措施是否生效。
894,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.3 抗数据重放,L3-CES4-15,应能够鉴别历史数据的非法修改，避免数据的修改重放攻击。,感知节点设备。,1) 应核查感知层是否配备检测感知节点设备历史数据被非法篡改的措施，在检测到被修改时是否能采取必要的恢复措施。2) 应测试验证是否能够避免数据的修改重放攻击。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.3 抗数据重放, 应核查感知层是否配备检测感知节点设备历史数据被非法篡改的措施，在检测到被修改时是否能采取必要的恢复措施
895,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.3 抗数据重放,L3-CES4-15,应能够鉴别历史数据的非法修改，避免数据的修改重放攻击。,感知节点设备。,1) 应核查感知层是否配备检测感知节点设备历史数据被非法篡改的措施，在检测到被修改时是否能采取必要的恢复措施。2) 应测试验证是否能够避免数据的修改重放攻击。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.3 抗数据重放, 应测试验证是否能够避免数据的修改重放攻击。
896,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.4 数据融合处理,L3-CES4-16,应对来自传感网的数据进行数据融合处理，使不同种类的数据可以在同一个平台被使用。,物联网应用系统。,1) 应核查是否提供对来自传感网的数据进行数据融合处理的功能。2) 应测试验证数据融合处理功能是否能够处理不同种类的数据。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.4 数据融合处理, 应核查是否提供对来自传感网的数据进行数据融合处理的功能
897,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.4 数据融合处理,L3-CES4-16,应对来自传感网的数据进行数据融合处理，使不同种类的数据可以在同一个平台被使用。,物联网应用系统。,1) 应核查是否提供对来自传感网的数据进行数据融合处理的功能。2) 应测试验证数据融合处理功能是否能够处理不同种类的数据。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.4 数据融合处理, 应测试验证数据融合处理功能是否能够处理不同种类的数据。
898,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.5 访问控制,L3-CES4-17,未经过鉴别和授权的感知节点、感知网关节点、处理应用层不应相互访问。（F3）,感知节点设备、感知网关节点及处理应用层和设计文档。,1) 应核查感知节点、感知网关节点及处理应用层任意两者间是否相互进行鉴别和授权才能访问。2) 应核查感知节点、感知网关节点及处理应用层任意两者间是否设置了访问控制机制，机制是否覆盖访问资源及相关操作。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.5 访问控制, 应核查感知节点、感知网关节点及处理应用层任意两者间是否相互进行鉴别和授权才能访问
899,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.3 安全计算环境,7.4.3.5 访问控制,L3-CES4-17,未经过鉴别和授权的感知节点、感知网关节点、处理应用层不应相互访问。（F3）,感知节点设备、感知网关节点及处理应用层和设计文档。,1) 应核查感知节点、感知网关节点及处理应用层任意两者间是否相互进行鉴别和授权才能访问。2) 应核查感知节点、感知网关节点及处理应用层任意两者间是否设置了访问控制机制，机制是否覆盖访问资源及相关操作。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.3 安全计算环境/7.4.3.5 访问控制, 应核查感知节点、感知网关节点及处理应用层任意两者间是否设置了访问控制机制，机制是否覆盖访问资源及相关操作。
900,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-01,应指定人员或使用自动化巡检手段，定期检查感知节点设备、网关节点设备的部署环境，对可能影响感知节点设备、网关节点设备正常工作的环境异常进行记录和维护，针对可编程的智能设备，应定期扫描处理逻辑、进行固件更新维护操作。（F3）,维护记录、固件更新记录。,1) 应访谈系统运维负责人是否有专门的人员或自动化工具对感知节点设备、网关节点设备进行定期维护，是否对可编程的智能设备定期扫描处理逻辑、进行固件更新。2) 应核查感知节点设备、网关节点设备部署环境维护记录是否记录维护日期、维护人、维护设备、故障原因、维护结果等内容。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理, 应访谈系统运维负责人是否有专门的人员或自动化工具对感知节点设备、网关节点设备进行定期维护，是否对可编程的智能设备定期扫描处理逻辑、进行固件更新
901,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-01,应指定人员或使用自动化巡检手段，定期检查感知节点设备、网关节点设备的部署环境，对可能影响感知节点设备、网关节点设备正常工作的环境异常进行记录和维护，针对可编程的智能设备，应定期扫描处理逻辑、进行固件更新维护操作。（F3）,维护记录、固件更新记录。,1) 应访谈系统运维负责人是否有专门的人员或自动化工具对感知节点设备、网关节点设备进行定期维护，是否对可编程的智能设备定期扫描处理逻辑、进行固件更新。2) 应核查感知节点设备、网关节点设备部署环境维护记录是否记录维护日期、维护人、维护设备、故障原因、维护结果等内容。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理, 应核查感知节点设备、网关节点设备部署环境维护记录是否记录维护日期、维护人、维护设备、故障原因、维护结果等内容。
902,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-02,应对感知节点设备、网关节点设备入库、存储、部署、携带、维修、丢失和报废等过程作出明确规定，并进行全程管理。,感知节点和网关节点设备安全管理文档。,应核查感知节点和网关节点设备安全管理文档是否覆盖感知节点设备、网关节点设备入库、存储、部署、携带、维修、丢失和报废等方面。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理,应核查感知节点和网关节点设备安全管理文档是否覆盖感知节点设备、网关节点设备入库、存储、部署、携带、维修、丢失和报废等方面。
903,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-03,应加强对感知节点设备、网关节点设备部署环境的保密性管理，包括负责检查和维护的人员调离工作岗位应立即交还相关检查工具和检查维护记录等。,感知节点设备、网关节点设备部署环境的管理制度。,1) 应核查感知节点设备、网关节点设备部署环境管理文档是否包括负责核查和维护的人员调离工作岗位立即交还相关核查工具和核查维护记录等方面内容。2) 应核查是否具有感知节点设备、网关节点设备部署环境的相关保密性管理记录。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理, 应核查感知节点设备、网关节点设备部署环境管理文档是否包括负责核查和维护的人员调离工作岗位立即交还相关核查工具和核查维护记录等方面内容
904,第三级测评要求,7.4 物联网安全测评扩展要求,7.4.4 安全运维管理,7.4.4.1 感知节点管理,L3-MMS4-03,应加强对感知节点设备、网关节点设备部署环境的保密性管理，包括负责检查和维护的人员调离工作岗位应立即交还相关检查工具和检查维护记录等。,感知节点设备、网关节点设备部署环境的管理制度。,1) 应核查感知节点设备、网关节点设备部署环境管理文档是否包括负责核查和维护的人员调离工作岗位立即交还相关核查工具和核查维护记录等方面内容。2) 应核查是否具有感知节点设备、网关节点设备部署环境的相关保密性管理记录。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.4 物联网安全测评扩展要求/7.4.4 安全运维管理/7.4.4.1 感知节点管理, 应核查是否具有感知节点设备、网关节点设备部署环境的相关保密性管理记录。
